title,description,appId
Volcanoes & Earthquakes,"Volcanoes & Earthquakes shows the latest earthquakes worldwide or only quakes near you, as well as earthquake ""I-felt-it"" reports for earthquakes, in near real-time. It also shows active volcanoes on a map and as a list, along with volcano news from all the world.\r\nYou can filter and display the data in various ways, for example by magnitude or age of earthquakes, distance from your location, volcano status and much more.\r\n\r\nSUPPORT US!\r\n\r\nIf you like the app, please write us a 5-star review to support our premium ranking, which in turn will help us to keep on improving the app and developing it further. More features and upgrades are planned!\r\n\r\nFeatures:\r\n\r\n- See currently erupting volcanoes on a map (more than 1600 active and dormant volcanoes)\r\n- Get most recent volcano news, including volcanic ash advisories (starting from v.1.4.0)\r\n- See the most recent earthquakes around the world based on one of the most complete and accurate earthquake datasets on the internet – earthquakes worldwide up to 7 days old\r\n- Notifications: near-real time earthquake & volcano alerts\r\n- Custom alerts for user-set locations/areas\r\n- Detailed tectonic plates\r\n- 1000s of active faults\r\n- Alert if earthquakes might have been felt in your area\r\n- Larger earthquakes (above magnitude 6.0) available for up to 1 year\r\n- Listing of earthquakes near active volcanoes (could indicate volcanic unrest)\r\n- Complete volcano listing worldwide alphabetically/by country/by activity level (starting from v. 1.4.0)\r\n- Multiple data sources (more than 40 international and national data sources)\r\n- Filter earthquakes according to magnitude, age and distance\r\n- Filter quakes by continent, country or state (starting from v. 2.3.0)\r\n- Sort quakes by time (latest) or size (magnitude)\r\n- Earthquake archive since 2012 - arguably the most complete available on the web (starting from v. 2.3.0)\r\n- Earthquake stats – magnitude/energy/depth vs time or magnitude (starting from v. 2.4.0)\r\n- Submit/read/view user earthquake reports on map via the ""I felt an earthquake"" feature\r\n- Detailed information about each earthquake\r\n- Detailed information about each volcano including list of eruptions and manner of eruptions \r\n- Tectonic plate boundaries \r\n- Purpose-built and customized, highly compressed data format to save bandwidth\r\n- Optional automatic background loading of data \r\n- Submit a feature request through comments!\r\n\r\nUpcoming features:\r\n\r\n- More data sources to be added\r\n- Earthquake news\r\n\r\nMain earthquake data sources currently used:\r\n\r\n- British Geological Survey (BGS), UK\r\n- China Earthquake Information Centre (CEIC), China\r\n- Russian Academy of Science (Камчатский филиал Геофизической службы - EMSD), Russian Federation\r\n- European-Mediterranean Seismological Centre (EMSC), France\r\n- National Geographic Institute (Instituto Geográfico Nacional - IGN), Spain\r\n- Icelandic Met Office (IMO), Iceland\r\n- National Institute of Geophysics and Volcanology (Istituto Nazionale di Geofisica e Vulcanologia - INGV), Italy\r\n- Geoscience Australia (GeoAu)\r\n- New Zealand Earthquake Commission and GNS Science (GEONET), New Zealand\r\n- German Research Centre for Geosciences (Deutsches GeoForschungsZentrum Potzdam – GFZ), Germany\r\n- National Seismological Center of the University of Chile (Centro Sismológico Nacional, Universidad de Chile – GUG), Chile\r\n- Kandilli Observatory and Earthquake Research Institute-Regional Earthquake and Tsunami Monitoring Center (KOERI-RETMC/BOUN KOERI), Turkey\r\n- Natural Resources Canada (NRCAN), Canada\r\n- Philippine Institute of Volcanology and Seismology (PHILVOLCS), Philippines\r\n- Swiss Seismological Service (Schweizerischer Erdbebendienst. SED), Switzerland\r\n- Servicio Sismológico Nacional (SSN), Mexico\r\n- United States Geological Survey - Earthquake Hazards Program (USGS), USA\r\n\r\nDisclaimer:\r\nAlthough we take care to collect data from reputable sources and strive for accuracy, there is no guarantee that the information is correct or complete and that the app will always perform as intended.",com.volcanodiscovery.volcanodiscovery
Voyent Alert!,"Voyent Alert! is a smart notification service that enables users to receive critical event and general day-to-day communications from participating municipalities, regional governments and organizations.\r\n\r\nThe Voyent Alert! communications are customized for each user’s followed locations (e.g. ""Home"", ""Work"", ""Kid's School"", ""Mobile Phone""). Users can be provided with notifications containing greater situational context, such as direction and distance to a critical event based on their location as well as enriched media such as images, PDFs and hyperlinks to more information.\r\n\r\nVoyent Alert! provides concise information when you require it and ensures you are not saturated with notifications that are not relevant to you.\r\n\r\nStay Alert. Stay Connected.",com.icesoft.voyent.vras.android
WAFF 48 First Alert Weather,"The WAFF Mobile Weather App includes:\r\n\r\n   * Access to station content specifically for our mobile users\r\n   * 250 meter radar, the highest resolution available\r\n   * Future radar to see where severe weather is headed\r\n   * High resolution satellite cloud imagery\r\n   * Current weather updated multiple times per hour\r\n   * Daily and Hourly forecasts updated hourly from our computer models\r\n   * Ability to add and save your favorite locations\r\n   * A fully integrated GPS for current location awareness\r\n   * Severe weather alerts from the National Weather Service\r\n   * Opt-in push alerts to keep you safe in severe weather",com.waff.android.weather
WarnWetter,"WarnWetter App, DWD National Meteorological Service of Germany\r\nThe WarnWetter App offers the following functions (in the free version):\r\n• Current warning situation for Germany down to municipal level\r\n• Favorites function for on-site (GPS required) and selected locations\r\n•	detailed information on the warning situation\r\n•	configurable warning elements and warning levels\r\n•	configurable alarm function (push)\r\n• Social media sharing function for sharing information from the WarnWetter App e.g. via Facebook, Twitter or e-mail.\r\n• Warnings about natural hazards (floods, storm surges and avalanches).\r\n• Predicted trajectories of thunderstorm cells.\r\n• Coast warnings and lake warnings for Bavarian lake and Lake Constance.\r\n• Video information in case of severe weather situations.\r\n• Features such as configurable widgets, different wind speed units, light/dark design, etc.\r\n• Customizable start page for your favorite products\r\n\r\nFor a one-time fee (in-app purchase) the WarnWetter App can be expanded to a full version including the following functions:\r\n• Map function to display the current weather situation and a forecast up to 7 days in advance.\r\n•	Precipitation differentiated into rain, snow, sleet and hail (radar, model forecasts).\r\n•	Clouds (satellite data, model forecasts).\r\n•	Lightning (lightning location, forecasts).\r\n•	Wind (model forecasts).\r\n•	Temperatures (model forecasts).\r\n•	Seamless time control from past to future\r\n•	Combination of weather elements (precipitation, clouds, temperature, wind...) possible\r\n•	additional measured data and forecasts from weather stations and other points (weather conditions, temperature, wind, precipitation)\r\n• Extended favorites function for on-site (GPS required) and selected locations\r\n•	Measured data and forecasts up to 7 days in advance\r\n•	Temperature, precipitation, dew point, humidity, wind, air pressure, sunshine duration, probability of precipitation\r\n•	Rise and set times for the sun and moon\r\n\r\n\r\n• Text reports for the federal states, the German coast and sea areas, as well as the Alps and Lake Constance (only in German)\r\n• Forest fire hazards and Grasland fire Index\r\n• Thunderstorm monitor with extended functions (current thunderstorm cells, lightning, etc.)\r\n• Road weather\r\n• Information on thermal sensitivity and increased UV intensity.\r\n• Model forecasts for warning-relevant events such as storm, persisting or heavy precipitation.\r\n• User reports of observations for various weather events (thunderstorms, wind, tornadoes, etc.) as well as for certain plants stages including input of own messages and photos\r\n\r\nNote: The in-app purchase can be used on multiple devices with the same account. The range of functions differs in older versions of the WarnWetter App.",de.dwd.warnapp
Weather Alerts & forecast,"Weather Alert is a simple and elegant app for seeing the current weather right from your smartphone.\r\nwith Weather Alert app you can get the current conditions, Temperature , feels like temperature , or humidity.\r\nThe app uses your current location to provide an incredibly accurate forecast. An essential app for every smartphone.\r\nWeather Alert provides the following features:\r\n-Current temperature and weather based on your Location\r\n-Hourly and 7 days forecast\r\n-Frequent updates (Every 10 minutes)\r\n-Multiple Locations\r\n-Widgets",ma.safe.weather
The Weather Channel - Radar,"The Weather Channel is the World's Most Accurate Forecaster**. Prepare for spring showers ahead with our local storm radar. Storm tracker and severe weather warnings help you prepare for storms and heavy rain. Get storm alerts for severe weather like rain, snow, and more with local weather warnings. Enjoy live radar updates, hourly rain tracker, storm radar news, and a local weather forecast on the go.\r\n\r\nA complete weather app with live Doppler radar maps, weather widgets, and accurate weather updates awaits. Get severe weather warnings of heavy rain, snow and all inclement weather with storm alerts. Our notifications have you covered and our local forecast prepares you for storm season, heavy rain, snow, and more.\r\n\r\nGet hourly precipitation updates with our daily forecast tracking page. Plan confidently with an up to 15-day forecast from the world’s most accurate weather forecaster**. Our live doppler radar updates your weather widget and alerts you to changes in the forecast right on your home screen. Local weather maps enabled with GPS provide live radar readings, storm radar alerts, and weather warnings to help you face whatever the clouds may bring.\r\n\r\nThe Weather Channel Features:\r\n\r\nWeather Tracker & Storm Radar:\r\n- Rain radar and tracker\r\n- 24-Hour Future Radar\r\n- Storm alerts help keep you informed\r\n- Local weather radar so you can plan outdoor activities with ease\r\n- Adjust your outfit to today’s weather with the ‘Feels Like’ feature\r\n- Forecast updates hourly & daily so you can confidently plan ahead\r\n\r\nSevere Weather Widget:\r\n- Live radar feature & storm tracker lets you follow weather patterns\r\n- Storm watch tracking informs you of any rain or snow in your area\r\n- Local weather alerts for your area provide info on rain, snow, and other severe weather conditions\r\n- Forecast alerts for the next 3 hours – available right on your home screen\r\n\r\nAdditional Features:\r\n- Weather widget & features compatible with dark mode\r\n- Forecast details include sunset times, allergies, & pollen\r\n- Get the latest local weather news\r\n- Live storm alerts for severe weather events like hurricanes.\r\n\r\n---\r\nGet The Weather Channel Premium for our most comprehensive, dynamic, and precise weather experience for exclusive access to:\r\n- Ad-free weather\r\n- 15-minute forecast details\r\n- Advanced radar\r\n- & more!\r\n\r\nPrivacy & Feedback\r\n- Our Privacy Policy can be viewed here: https://weather.com/en-US/twc/privacy-policy\r\n- Our Terms of Use can be viewed here:http://www.weather.com/common/home/legal.html\r\n- If you have any questions or suggestions, please get in touch at android.support@weather.com\r\n\r\n**The Weather Channel is the World's Most Accurate Forecaster. \r\n\r\nForecastWatch, Global and Regional Weather Forecast Accuracy Overview, 2017-2022, https://forecastwatch.com/AccuracyOverview2017-2022, commissioned by IBM.\r\n\r\n*The World's Leading Weather Provider: According to Comscore, The Weather Company, parent of The Weather Channel, is the largest provider of weather forecasts worldwide based on total monthly unique visitors in 2020. Comscore Media Metrix®, Worldwide Rollup Media Trend, News/Information – Weather category incl. [P] Weather Company, The and [M] Weather Channel, The, Jan-Dec. 2020 avg.\r\n\r\n*According to data.ai Intelligence, The Weather Channel has been the world’s most-downloaded weather app across Apple’s App Store and the Google Play store beginning on July 4, 2010 and into 2023.\r\n\r\nData.ai: The Weather Channel app combined had over 55 million monthly active users worldwide each month from January through December 2020, over 4M total 5 star ratings from 9/2016 to present and was downloaded 255 million times worldwide from 2012 through 2020.\r\n\r\nThe Weather Channel® is a registered trademark of TWC Product and Technology, LLC, an IBM Company.",com.weather.Weather
WeatherNation,"Weather the way it was meant to be. The latest weather app from WeatherNation provides Real Weather. Pure and Simple.  The best part? It’s free! No sign ups, no trials and no nonsense.\r\n\r\nFan favorite features: \r\n•	 Watch what's on air right now, we stream our 24-hour in depth and nationwide weather service right to the palm of your hand.\r\n\r\n•	 On the go? We feature video forecasts on demand with regional, national, breaking weather news, travel and specialty shows instantly.   \r\n\r\n•	 Really on the go? Get instant access to your current conditions, temperature and extended outlooks. \r\n\r\n•	 Easy swiping between your favorite locations for detailed up to the moment weather information anywhere.\r\n\r\n•	 Our fully customizable interactive radar and weather maps let you decide what you want to see. Combine data and images from current radar, satellite, severe advisories, snow depth, temperatures, wind speeds, wind chill, dew point, humidity and heat index so you can finally have the perfect weather. \r\n\r\n•	 With one click, you can easily send us your weather pics and videos so we can share them live on air and across social media. Don't just watch the weather, be part of it.\r\n\r\nFEEDBACK: \r\nWe are eager to hear your feedback. If you can't get enough of WeatherNation's weather app, please rate us in the iTunes App Store. Have suggestions? Please send them our way at TechSupport@WeatherNationTV.com",com.xav.wn
WESG Crisis Management App,"A major incident management tool that helps WESG members resist, respond, react to and recover from a terrorist attack or other disruptive event. A platform to host and share best practice, to provide the means to send and receive real-time messaging during an emerging and escalating incident and to communicate via a conference call facility to improve situational awareness and assist in the post incident recovery.",com.yudu.wesg
Wildfire Map,"Monitor the world wildfire (forest fire) and hot spot activity with Wildfire Map!\r\n   \r\n* NASA Terra and Aqua satellite observations for the last 48 hours\r\n* Quick and easy panning and zooming on the map using standard gestures\r\n   \r\nWildfire Map is ad-supported and FREE for anyone!\r\n   \r\nNote: An active internet connection is needed use this app.\r\n    \r\nDISCLAIMER: Wildfire Map is intended for educational purposes only. Never use Wildfire Map to protect yourself, other people, animals or property from natural disasters like a wildfire or other threats the app may indicate. In case of emergency, always obtain and follow instructions from the appropriate authorities.",com.aoe.wildfire
Wisuki,"Wisuki is a powerful wind, waves, weather and tide forecast app with advanced features that allows you to instantly find best spots based on your preferred conditions, and analyze forecast data with an unprecedented level of detail.\r\n\r\nWisuki helps you to plan even better your outdoor activities like surfing, kitesurfing, windsurfing, fishing, sailing, paragliding, biking and more.\r\n\r\nCOMMUNITY\r\n• Post sessions, share private or public, like and comment.\r\n• Posting sessions will link them with forecast at the exact session time. \r\n• Better understand how forecasts work under any conditions. \r\n• Search and follow other users. \r\n\r\nSPOTS LISTINGS\r\n• Nearby and favorites spots.\r\n• Wind orientation (offshore, side off, side, side on, onshore).\r\n• Wind direction (wind from right, wind from left).\r\n• Tide trend and tide height (%).\r\n• Time picker (1 hour interval).\r\n• Filters (wind orientation, wind direction and distance).\r\n\r\nFORECAST\r\n• 1 hour and 3 hours data intervals.\r\n• 24 hours wind and waves daylight highs.\r\n• Wind: Alert icon, direction, speed, gust.\r\n• Waves: Alert icon, direction, height, period.\r\n• Weather: Alert icon, temperature, clouds, precipitations.\r\n• Forecast chart with 10 minutes resolution.\r\n• Nighttime on/off switch.\r\n• Water temperature.\r\n• Spot time zone.\r\n• Sunrise and sunset time.\r\n\r\nRADAR\r\n• Animated wind and waves arrows overlaid on spot map.\r\n• Dynamic arrow sizes and colors according to conditions.\r\n• Standard, satellite and hybrid map modes.\r\n• Zoom in and out.\r\n• Time picker (1 hour interval).\r\n\r\nMAPS\r\n• Daily highs wind and waves markers.\r\n• Weekday picker.\r\n• Direct access to all spot options.\r\n• Spot tide reference buoy location.\r\n• Standard, satellite and hybrid map modes.\r\n• Route to spot.\r\n\r\nTIDES\r\n• 30 days tide forecast and moon phases.\r\n• Moonrise/moonset times, and sunrise/sunset times.\r\n• High/low tide times, height and tidal coefficients.\r\n• Daily detailed tide interactive chart.\r\n• Time to next high/low tide.\r\n\r\nMORE\r\n• Wind units: knots, Beaufort, km/h, mph, m/s.\r\n• Waves units: m, ft.\r\n• Temperature: ºC, ºF.\r\n• Distance: km, mi.\r\n• Email notifications with daily highs.\r\n• No registration required.",com.coolz.wisuki
WRS-BMKG,"The WRS-BMKG application aims to disseminate information on earthquakes M ≥ 5.0, tsunamis, and earthquakes that occurred especially in the territory of Indonesia.\r\n\r\nThis application is provided for BMKG stakeholders such as BNPB, BPBD, Local Government, radio media, television media, TNI, POLRI, Ministries / other State Institutions and private parties, so that they get the easiest way to receive information from the Indonesian Tsunami Warning System (InaTEWS) BMKG Indonesia.\r\n\r\nApplication features:\r\n1. Map\r\n2. List the last 30 events for each: earthquake M ≥ 5.0, tsunami, and earthquake felt\r\n3. Shake / shakemap maps\r\n4. Map of estimated tsunami arrival time\r\n5. Map of approximate maximum sea level\r\n6. Map of estimated warning levels in the warning zone\r\n7. Tabular approximate warning level\r\n8. Tsunami Early Warning Sequence\r\n9. Distance from the epicenter to the user's location\r\n10. MMI information on areas that felt an earthquake for an earthquake that was felt\r\n11. Advice and direction from BMKG\r\n12. The age of the earthquake\r\n13. Sound notifications and pop-up alerts\r\n14. Share information\r\n15. Fault plot\r\n16. Links to BMKG explanations / press releases\r\n17. User feedback\r\n18. Glossary\r\n\r\n© InaTEWS-BMKG Indonesia\r\nBuilding C, 2nd Floor of Central BMKG\r\nJl. Space 1 No. 2 Kemayoran, Jakarta, Indonesia 10610",id.bmkg.wrsbmkg
AccuWeather: Weather Radar,"<h1><b>AccuWeather’s trusted free weather forecast app is at your fingertips</b></h1> \r\nInternationally recognized by the World Meteorological Organization with awards for “Best User Interface and Data Representation”, “Best Weather Warnings”, and “Best Design and Presentation of Information, User-Friendliness; Access and Customization” making AccuWeather one of the best weather apps! \r\n\r\n<b>Weather Forecasts You Can Depend On</b>\r\n•  <b>Live weather forecasts</b> including MinuteCast® forecasts for Minute by Minute® precipitation updates\r\n•  <b>Local weather</b> including severe weather alerts, temperature, precipitation, and allergy outlooks for your day \r\n•  <b>WinterCast™: winter weather forecasts</b> giving you advanced warnings of snowfall probabilities and accumulation\r\n•  <b>Daily forecasts</b> include rain probability, cloud coverage, wind, live radar, air quality index, snowfall, and even UV index\r\n•  <b>Advanced weather radar</b> gives you up to the minute views of storm tracking, snow, rain, ice, temperature changes, and much more\r\n•  <b>RealFeel® & RealFeel Shade Temperature™ technology</b> helping you get a better sense of how the weather actually feels\r\n\r\n<h2><b>Live weather with Weather Alerts</b></h2>\r\nThe AccuWeather forecasting and severe weather alerts you know and trust. From local weather updates to WinterCast snow alerts, get the weather forecast you can rely on. With in-depth weather news, forecast updates, free weather alerts, plus today’s forecast and much more. Find out what makes AccuWeather the best as a trusted, free weather app. It’s the weather tracker you need!\r\n\r\n<h2><b>Advanced Weather Radar</b></h2>\r\nSetting the standard for free weather radar:\r\n•  The accurate weather radar you know from AccuWeather\r\n•  Weather watches and warnings for your local area\r\n•  RealVue™ and Enhanced RealVue™ satellite imagery looking at weather patterns from space\r\n•  Weather radar views for water vapor, rainfall, sustained winds, and even storm surges\r\n•  Timely tropical storm radar tracking to see where and when storms might hit\r\n•  Current conditions maps shows temperature and RealFeel in and around your area\r\n•  5-day precipitation outlook to see what rain, snow, and ice could be in your area\r\n•  24-hour snowfall forecast shows detailed maps with snow accumulation and winter weather\r\n•  Temperature contour maps show how the temperature will change over the next day\r\n\r\n<h2><b>For over 10 years, the AccuWeather app has brought you the weather</b></h2>\r\nWhether you're on the East Coast, Pacific Northwest, Southern Coast, or West Coast this free weather app can show you snow, wind, cold, rain and more! Stay prepared with our local weather and live forecasts. From extreme humidity, severe storms, allergy info, air quality index, snow storms, and ice alerts, get live updates that matter to you. Local weather forecasts are the AccuWeather specialty. \r\n\r\n<b>Our weather tracker & live radar gives you Superior Accuracy™</b>\r\nSevere weather warnings, today’s temperature, free weather radar maps & more!\r\n\r\n•  Get local forecasts and personalize the app depending on where you are in the world\r\n•  Go beyond today’s weather and look 45 days ahead to ensure that you’re prepared for any weather\r\n•  Try the MinuteCast feature for the most up to date live Minute by Minute weather forecast\r\n•  Weather alerts, storm alerts, and more! Get trending videos from AccuWeather’s dedicated news team\r\n•  Weather forecasting your way - a weather tracker that can filter and customize according to your preferences\r\n\r\nDownload the AccuWeather app today for free and enjoy award-winning Superior Accuracy in weather forecasting on your Android mobile, tablet, TV, and WearOS. More than just a daily forecast, try the best weather app and get more from your forecast.",com.accuweather.android
Alberta Emergency Alert,"Use the Alberta Emergency Alert App to be informed in the event of an emergency. \r\n						\r\nPersonal preparedness is everyone’s responsibility. Emergencies and disasters can occur anywhere, at any time. It is your responsibility to ensure you are prepared if an emergency or disaster occurs. Emergency alerts are issued to provide you with critical information about an immediate threat, where it is occurring, and what action you need to take.\r\n\r\nKey features of the Alberta Emergency Alert App include:\r\n\r\n● alerts for life-threatening and developing situations\r\n● alerts targeted for locations you are interested in\r\n● a Follow Me feature to receive alerts near your current location, even if travelling outside of Alberta\r\n● geographical alert area shown on a map\r\n● alerts can be easily shared on social media, and by email and text message\r\n● alert details include informative emergency descriptions, impacted areas and instructions on how to remain safe\r\n● easy to setup and use\r\n● choose the types of alerts you wish to receive\r\n● accessibility features allow full use by people with different abilities\r\n\r\nUse of this mobile application, and use of the information accessed by it, is your responsibility. This application is provided ‘as is,' without warranty or representation of any kind including the use, accuracy, timelines, applicability, performance, security, availability or reliability of this application, or that it is free of errors or defects. The Government of Alberta is not responsible for any loss or damage arising from the use of this mobile application or any reliance on the information accessed by it. The Government of Alberta is not responsible for any loss or damage arising out of a failure to access information through this mobile application, or from any virus or other damage to your mobile device or its operating system resulting from the downloading of this application.",ca.ab.gov.aea
Alertable,"Alertable mass notifications keep you informed of emergencies and daily events in your community and workplace.\r\n\r\nUse Alertable for locations in Canada to stay aware and plan ahead. Check in advance for community events, closures, restrictions, hazards, danger and more. Know before you go. Keep yourself and others informed and up to date with Alertable.\r\n\r\nDo you work with an organization that uses the Alertable mass notification system? You can use the Alertable app to receive notifications from that organization for workplace safety events and team communications.\r\n\r\nNotifications are fast, reliable and easy to see and hear. Personalize notifications by type and severity. Choose notifications for many locations including home, work, school, cottage, family and friends locations and more. Change your locations and other personalized options in Settings, after the fact.\r\n\r\nKey features:\r\n\r\n• Canada wide public safety alerts (from Canada’s Alert Ready emergency alert system)\r\n• severe weather alerts (from Environment and Climate Change Canada)\r\n• fast, highly optimized alert notifications\r\n• easy, to setup and use\r\n• customizable, choose the types of critical, advisory and information alerts you wish to receive\r\n• targeted, alerts for only locations you are interested in\r\n• follow me, alerts for where you are at\r\n• maps, helpful for seeing the geographical area the alert is for\r\n• sharable, alerts can be shared on social media, email and text message\r\n• informative, emergency descriptions, impact areas and actions to take to remain safe\r\n• local, community notifications for closures, outages, restrictions, disruptions, re-openings,\r\nInterruptions and more\r\n• workplace, get alerts from your organization\r\n• accessible, full use by people with different abilities\r\n• bi-lingual, English/French\r\n\r\nPrivacy policy: https://peasi.com/privacy-policy-en/\r\nTerms and Conditions: https://peasi.com/terms-and-conditions-en/",com.artermobilize.alertable
Auxiliapp,Auxiliapp is a system for crisis management and emergencies.,com.ecom.auxiliapp
Crisis Management,Zaxby's Crisis Management,com.zaxbys.crisismanagement
Crisis Messenger,"Crisis Messenger is an easy-to-use GPS Tracking solution, designed to keep you connected to our Crisis24 Situation Center at the touch of a button. \r\n\r\nCrisis Messenger’s features include:\r\n- Instant transmission of your smartphone’s GPS position (activated by you)\r\n- Direct calling to a phone number of your choice\r\n- Text-messaging (pre-programmed and custom messages)\r\n- Alert signal\r\n\r\nCrisis Messenger is an exclusive service for Crisis24-contracted companies and their employees.",com.crisis24.CrisisMessenger
Disaster Alert for BD,"Disaster Alert for BD App is a platform to help & rescue people from any natural disasters such as floods, drought, fire, tsunami, etc.\r\nIt is a mobile-based online platform where people can send a rescue request to their nearest volunteer. The volunteer can also get the contact number of the volunteer. The location of the victim after accepting the request with his/her contact number. When a volunteer accepts the rescue request of an individual, the person and also can the volunteer’s contact number. A volunteer also can send help-seeking requests to other volunteers. Victim can send emergency SMS to their FnF with a single tap through the app, where in the SMS a predefined text with the current location and battery percentage will be sent automatically to the FnF. \r\nThrough the app, people can see the current and upcoming disaster alerts with the signals. The level of alert will be easily understandable by its color-changing notification. People will also see dos and don’ts as a checklist for different disasters.\r\n People can also see the emergency contacts of their local authorities,  nearest hospitals, shelters, relief centers.",com.sslwireless.dmr
Buienalarm,"Never be surprised by a rain shower again? With Buienalarm you get:\r\n\r\n✔️ Accurate precipitation chart for the next two hours\r\n✔️ Alerts for approaching showers\r\n✔️ Interactive radar map for the next two hours\r\n✔️ Hourly weather and an extensive forecast up to 14 days ahead.\r\n\r\nRainfall radar and rain forecast\r\n\r\nBuienalarm also has an animated radar map with the precipitation forecast for the next two hours, accurate to 5 minutes. Buienalarm warns you of approaching (rain) showers, based on your location and/or set locations. Feel free to leave the laundry outside, put on your rain suit before it starts pouring or hide in a tent in time at a festival before there is no room left!\r\n\r\n14 day forecast\r\n\r\nFinally, Buienalarm has an extensive weather page. This way you can see the weather per hour, but also an extensive forecast for the next 14 days!\r\n\r\nWith your help, we are continuously working to make Buienalarm even more reliable and faster.\r\n\r\nDo you have suggestions or a question? Give your feedback via 'Report a problem'. Works in the Netherlands, Belgium and parts of Germany.",org.yoki.android.buienalarm
Disaster Management,"This App shows you to reduce vulnerability to hazards and cope with disasters, it focuses on creating plans to decrease the effect of disasters.",com.iv.disastermanagment
Earthquake -American Red Cross,"Be ready for an earthquake with Earthquake by American Red Cross. Get notified when an earthquake occurs, prepare your family and home, find help and let others know you are safe even if the power is out – a must have for anyone who lives in an earthquake-prone area or has loved ones who do. \r\n\r\nAhora disponible en español.\r\n\r\nFEATURES: \r\n• Easy to use Spanish language toggle to switch translation directly inside the app.\r\n•Step-by-step instructions let you know what to do even before/during/after an earthquake, even if no data connectivity. \r\n•Get notified when an earthquake occurs; see the intensity impact to your area or those of loved-ones with notifications generated by the United States Geological Survey (USGS).\r\n•Let family and friends know you are okay with the customizable “I’m Safe” alert for Facebook, Twitter, email and text. \r\n•Find open Red Cross shelters in your area when you need help. \r\n•Stay safe when the lights are out with the Toolkit, including a strobe light, flashlight and audible alert functions. \r\n•Prepare for the worst by learning how to assemble an emergency kit for your family in the event of power outage or evacuation. \r\n•Empower your family to stay safe and remain calm in an emergency by learning how to make and practice an emergency plan. \r\n•Earn badges that you can share with your friends and show off your earthquake knowledge with interactive quizzes. \r\n•See an illustrated history of earthquakes in your area. \r\n•Know how to what to do about food and drinking water when your area has been impacted by floods and power outages.\r\n\r\nPermissions:\r\nDIRECTLY CALL PHONE NUMBERS: We need this to allow you to call emergency numbers from within the app\r\nCAMERA: We need to be able to use the camera to allow us to use the flashlight in Tool Kit\r\nGPS LOCATION: We need to serve you earthquake alerts based on your current location\r\nPHONE CONTACTS: We need this for the Make a Plan view to allow you to add emergency contacts straight from your address book\r\n\r\nPrivacy policy: http://www.redcross.org/privacy-policy \r\nEULA: http://www.redcross.org/m/mobile-apps/eula\r\n\r\nCopyright © 2012-2014 The American National Red Cross",com.cube.arc.efa
CodeRED Mobile Alert,"Thousands of public safety organizations across the United States and Canada use the CodeRED community notification system to initiate emergency notifications.  The CodeRED Mobile Alert app enables subscribers to receive these notifications directly to their personal cell phone whether at home, on the road, or traveling around the country. Alerts are initiated by authorized public safety officials to deliver location-based notifications and are not issued by OnSolve or its staff.  \r\n\r\n\r\nFree alerts available*\r\n\r\n\r\n•  Emergency  \r\n•  General  \r\n•  Missing person  \r\n\r\n\r\n*PLEASE NOTE: If the public safety agency covering your current location is not subscribed to the CodeRED service, you will not receive alerts through this application. If your city or state does not currently subscribe to CodeRED, contact your local public safety organization today to let them know that your community would benefit from this service.\r\n\r\n\r\nHelpful hints:\r\n\r\n\r\n•	Enable location services on your phone.\r\n•	Your app account and the account you create for your community’s CodeRED system are NOT associated with each other. You must create separate accounts.\r\n•	The CodeRED Mobile Alert app comes with a complimentary 30-day trial of CodeRED Enhanced Weather subscription that automatically alerts US-based subscribers of severe weather. The optional CodeRED Weather Warning add-on is an additional $0.99/year, but it is NOT required to receive emergency, general and missing person alerts.\r\n•	The app also features the ability to view local radar footage for the past hour and satellite imagery of the previous 24 hours.  \r\n\r\n\r\nQuestions or issues regarding the app? Before writing a negative review, please contact us – we’re here to help! Email us at crmasupport@onsolve.com or call toll-free at 866-533-6935.",com.ecnetwork.crma
