,App Name,Review,"Revew Length
 in Characters",Mongo ID
39,SD Emergency,"The concept and thought is a good idea however this app is poorly implemented leading to a serious risk to a loss of life.

Read full review for all details:

First off most importantly key information sections are obtained from ""official sources"" and then compiled for release, a process that can take several hours. This is a warning that is given if you dig deep into where ""app"" gets its information but is shown nowhere in the app itself. 

Which brings up the first real problem,
This app it's not really an app it's just a lot of bookmarked websites (city twitter feeds, links to SDEmergency website, etc) that show up inside the app. This sounds like this makes it a good thing however the fact it is relying on existing websites makes the display of information subject to website faults.

Emergency Map unusable:
The Emergency map is virtually unusable, it's an inline display of the map on the SDEmergency website. The website appears to not intended to be mobile friendly. Clicking an info box inside the app results in a ""pop up"" that shows outside the visible portion of the screen. If I used Safari I could force scroll around to see the info but not inside the app. Most critically however this space specifically has a warning on the SDEmergency website that the map can take several hours to update, this is not displayed anywhere on the app leading to a lack of situational awareness. 

Do not rely on this map for realtime evacuation and road closure information !!!

Links to information from each region is equally plaugued with faults and risks, being inline web pages you have all webpage faults it's better to open these pages in Safari or native app (like twitter) where you can subscribe to the info and get realtime alerts.

Your best best is to bookmark your normal information sources or if you really want to know what's going on do like me and find a HAM radio op in your neighborhood and remain on friendly terms with them as HAM is the best information source I've seen in disasters.",2017,648137567a3b99eab48693ff
40,KATWARN,"Vermutlich dürfte die Zahl der Nutzer sehr überschaubar sein. Die App ist ein weiterer Versuch zusätzliche Software auf den Smartphones - vorbei an bestehenden Standards - auf die Endgeräte der Nutzer zu bekommen. Obwohl es längst Protokolle / Schnittstellen für Katastrophenwarnungen gibt, wird man hier auf eine Insel manövriert.

- Kein Mensch weiß wie valide und aktuell die Daten sind. Die Quelle der Daten muss deutlicher hervorgehen und Kontaktdaten für Rückfragen sind anzugeben. 

- Bei der Havarie vor Borkum wurde bspw. vor Containern mit Gefahrenstoffen gewarnt aber nicht angegeben, um welche es sich tatsächlich handelt. Informationsmehrwert gegenüber Google News = null. 

- Warum nicht auch die PKS als Kriminalitäts-Brennpunkt-Zonen mit einfließen lassen? Es gibt ja polizeiliche Allgemeinverfügungen die bestimmte Orte zu bestimmen Zeiten quasi zu „No-Go-Areas“ klassifizieren. Wo bspw. „gefährliche Werkzeuge“ (Bleistifte? Pfefferspray bei Frauen?) zu horrenden Zwangsgeldern führen können. Woher soll man das vorher wissen???

- Eine Übersichtskarte gibt es nicht. Man muss sich schon auf seine eigene Auswahl an Orten beschränken. Wer also seine Reise plant, hat wieder zusätzliche Arbeit, sofern er nicht fortwährend seinen Standort freigeben möchte. 

Der allgemeine Mehrwert ist nicht unbedingt überzeugend, weil die App einen sehr beschränkten Funktionsumfang besitzt. Wenn es zur „Katastrophe“ kommt, verlasse ich mich doch lieber auf meine Menschenkenntnis und Umgebungs-Wahrnehmung. Die Züge der DB fallen ja bereits bei einem lauen Lüftchen oder falscher Planung oft genug aus, so dass ich mir als Bahnfahrer die Infos schon aus Zugverspätungen herleiten kann ;) 

Macht es wie in den USA und löst doch mal direkt eine Massenpanik auf Hawaii wegen eines Atomkriegs aus. Dann fällt ehh der Mobilfunk für die nächste Stunde aus und das Smartphone ist dann ehh nur noch ein teurer Briefbeschwerer. Rückfallebenen um das zu vermeiden sehe ich hier nicht. 

Die App ist Security by Obscurity!",2016,64812f8b7a3b99eab4861dbe
41,Citizen: Local Safety Alerts,"Holy cow, this app is toxic as can be, and that’s coming from using NextDoor.  On almost every major incident around me, there are comments that are either spouting “kill the cops”, the “n” word, or other racist or discriminatory propaganda with no moderation whatsoever.  I find it funny that their fancy streamed media with a “reporter” from Citizen talking about a large scale incident they get moderation, but it is literally absent every other time.  Deleting the app and letting my company know to do the same on the unit phones.  By the way, I live in a busy suburb in the 5th largest city in the U.S., this app has not helped me avoid danger once.  It has reported incidents dozens of miles away, in directions and neighborhoods I never travel near, but has never spared me running up on an accident scene or driving by some pretty dangerous situations.  It literally fails to do the one thing it claims to.  It is only something for the karens to watch and gawk about.

I get spammed all through the night about incidents that happen well over 10 miles away from me, on the other side of the metropolitan area. While these are significant events such as shootings and violent crime, they’re in areas I never travel to or through. There needs to be some way to sort incidents to within a set distance around you. Within 5 miles would be perfect for both my home and workplace, but above that is just spamming my phone and wasting space on the screen when closer, more relevant incidents that may be lower acuity are taking place. Additionally, this seems to take drivers’ eyes off of the road to report incidents rather than focusing on driving. While I know this is more on the end user, I don’t feel that Citizen should allow reporting while moving over a certain speed limit. There are already too many distractions on the road to worry about, I don’t want to be an incident reported on Citizen when I am run over by another user trying to record the incident I’m responding to with an ambulance.",2007,6481297c7a3b99eab485f5ff
42,Noonlight: Feel Protected 24/7,"i was unsure about this when i first got it since i'd never actually used it and seen how it worked in real time. it was just spoken very highly of, so i figured it wouldn't hurt just to have on my phone. i've actually had the app for a while and decided to review now because earlier this night, i accidentally hit the panic button because i didn't realize my phone screen was still on in my pocket. 

i was looking through receipts after the exchange that happened, but to make it short, they had help at my doorstep in less than ten minutes. i didn't see until afterwards, but a provider had texted, then called three times before notifying my local police. my watch was dead and my phone was on sleep mode so i didn't receive the texts/calls. i managed to answer when i got a call from my local police department & i was told that they had officers outside of my house RIGHT THEN. 

what followed was police protocol, i met the officer outside, apologized & thanked them, but i was absolutely elated after going back inside? it was a mix of good feelings but most of all i felt safer than ever seeing how the real time response was. i don't live in the safest city, & not in the safest neighborhood of my city. i often come home really late from work & these days i've been fearing a lot for my safety. maybe i'm a little bit paranoid, but i really have no means of self defense besides some pepper spray my bf got me. i'm constantly checking under my car, in the back seat, locking the doors as soon as i get in, etc. 

even tho it was by mistake , it means so much that i can feel assured that if something ever happens, i will have help coming to me QUICK. i feel like the creators of noonlight really understand the importance of every minute in a crisis. i'm not one to really review or recommend things, but i will be telling all my friends and family about this lol. STAY SAFE OUT THERE IN THESE UNCERTAIN TIMES. <3",1926,648136937a3b99eab4867c9b
43,Noonlight: Feel Protected 24/7,"I already know what the developers will say, they’ll respond and say “Hey! Thanks for reaching out! The paid membership tiers are completely optional and the app works perfectly fine on the free membership :)” but that’s just as bad. When I first downloaded this app (when it had a different name) all features were free. Now that they’ve developed more intuitive features, they think they should start charging for them. If the developers actually cared about anyone’s safety, every single feature would be free. There are women out there without jobs, whose income is being controlled, some aren’t even old enough to work. 

Asking for even a cent for an extra feature on an app like this is proof that the developers are not maintaining this app because they care about helping vulnerable people, they are doing it for a paycheck. Satisfied users would be MORE THAN HAPPY to donate to the developers, the way many free apps are funded. At this point I wouldn’t give them a dime. Paywalls like this are a slippery slope, what happens when you’re using the app and you press the button and you get a pop up that says “I’m sorry, location services are now a paid feature. We’d be more than happy to call 911 and give them your name though!!”

In fact, I just read a review from LESS THAN A YEAR AGO that said the app used to be COMPLETELY PAY TO USE. How disgusting. Honestly? The developers of this app should be ashamed, this used to be a revolutionary idea to protect women and other at-risk groups, and it quickly turned into a way to make fast cash. It wasn’t until people started leaving bad reviews that you realized that charging to even use the app was a bad idea? Honestly I don’t trust these developers anymore and I wouldn’t even use the free version of the app now, because I don’t trust that a dispatcher will contact the police for me if I don’t give them my credit card number first.",1899,648136937a3b99eab4867ed5
44,Tornado - American Red Cross,"On the day after Christmas last year (2015), North Texas had a severe outbreak of tornadoes. Our city wide alarms went off around 4:45 that afternoon. My husband and I got up and got out dog into our closet, turned on the weather radio and listened to the warnings that were issued for our county but no where close to our vicinity. Because this app can be set to specific zip codes, instead of just counties it gives you a more personalized warning system. You still get the traditional NOAA alerts for warnings (just like on the radio) but along with that, this app has its own warning siren that sounds if the danger is in your specific zip code. 

Another function of the app is that when you click on the warning notification-it brings up a map of the area. Counties included in the warning are shaded in light red and it also shows the path of the tornado in dark red. We live in Midlothian, TX which was in the direct path of the tornado that evening. We thought we heard the radio tell the city of Midlothian to take shelter but the signal wasn't very clear.  Luckily the siren on this app went off at that exact moment and we knew for sure. Most cellular devices will also receive the wireless alert when there is an emergency in the immediate area but depending on just that alone, doesn't give you enough time to get to safety. 

We were very lucky that night and did not have any damage in our exact location but less than a mile away the tornado touched down and destroyed and leveled hundreds of homes. If we wouldn't have had this app to keep us informed, we might not have been so lucky. I informed several nearby friends of the severity of the situation by using the information provided by this one app alone. 

Thank you for creating such a wonderful app!  The resources that it offers actually came in handy for those that had damage and needed to know where to start.",1888,648139067a3b99eab486a6a1
45,Amber Weather,"To be honest, when I first downloaded this app it was just for the clock 
widget. I'm really not that guy who's always so paranoid about the weather 
that I need constant updates. I put up with the notifications for a while, 
and then eventually blocked them. Once I blocked the notifications, the app 
started randomly interrupting what I was doing to launch itself to tell me 
the weather. It wasn't until the app took the next step that I realized 
none of this was about the weather. I'm assuming that people were quitting 
the auto-launching app before the ad could load. So then they started to 
put up self contained ad screens that could be loaded in the background and 
shown to you before you had a chance to cancel them. One day last week I 
was late to work because my alarm clock app never went off. When I opened 
the phone to see why the alarm never went off, it turns out there was an 
Amber interrupt screen waiting for me to clear it. The alarm clock couldn't 
do its thing because Amber needed to show me an ad. Just now, Amber started 
playing a video ad with sound when the phone was sitting on the table 
untouched. The screen didn't turn on, but the sound was playing full 
volume. So there's proof that the app loads and plays ads in the 
background, without any interaction from the user, even after a phone 
reboot. So even without me launching it after a reboot, it keeps itself up 
in system memory and loads/plays media in the background. This has been a 
escalating campaign of intrusive ads. It's been getting worse and worse. 
And now I have proof that this app may be the source of my highly variable 
battery life. (Taking over the system, and executing ads when I think the 
phone is asleep) I don't know for a fact that my battery life will improve 
when I uninstall Amber weather, but at this point I can't wait to find out.",1861,648093f510211d840c777a49
46,Buienalarm,"Wat is dit een privacy gegevens verzamelaar geworden na de laatste update.
Als je die honger wilt beteugelen ben je wel een heel lange tijd  bezig om “alles” uit te schakelen.
Het gaat hier een paar 100 bedrijven hè!
Ook de zogenaamde legitieme gegevens die men wilt weten.
Fijn als je de app op 4 apparaten hebt, wat een draak van een programma is het nu.
Ik had een betaalde versie maar ga dit niet meer verlengen als ik niet op een “makkelijkere” manier mijn eigen privacy kan beheren.

Update 2021-03-01

Reactie van support buienalarm 90 mijn éérste review “heb je nog problemen stuur een E-mail dan gaan we kijken”

2021-01-02 heb ik een E-mail verzonden tot vandaag 21-03-01 geen enkele reactie van de support afdeling, 

En het privacy probleem is nog steeds niet opgelost “ook niet bij de betaalde versie”

En zo te zien aan de reviews zijn er steeds meer andere klachten bijgekomen.

Supp. doe hier wat aan!

Geef ook goede terugkoppeling aan je gebruikers van de app.

Update 2020-12-18

Ik heb er op jullie verzoek nog eens naar gekeken maar ik heb er op dit moment nog geen  €1,09 voor over om mijn jaar te verlengen voor deze app. (mijn advertentie vrije jaar is nl. net verlopen).

Tenzij ik na verlengen echt heel simpel alles blokkeren inclusief de zgn. ‘legitieme’ cookies.

Het is nu een onbeschrijfelijk privacy doolhoof het kost je uren zo niet dagen om je daar als gebruiker doorheen te worstelen.
Kun je nagaan hoeveel bedrijven er geïnteresseerd in de data.
En 99,99% van de gebruikers kent die bedrijven niet eens.

Het is fijn dat je als gebruiker keuzes kunt maken maar niet op deze ondoorzichtelijke manier.

Ik denk dat gebruikers die zich serieus zorgen maken over hun privacy deze app misschien niet meer gaan gebruiken.

Maar Ik snap jullie wel maak het zo lastig mogelijk dan stappen de meeste gebruikers er wel overheen.",1854,6481284f7a3b99eab485e350
47,PulsePoint Respond,"I work for an ambulance company that responds with LA County Fire to all 911 calls within our area. Although I wouldn't rely on this app to dispatch me or get me to calls, it allows me to see what's going on in my area which can help me get an idea of how far the responding LAC units are and just a general idea of how the day's been going. When comparing the time calls are posted to the app to the time that the LAC dispatcher goes over the air, I would say it generally comes up on the app about 30 seconds after the actual dispatch. Because of this, I don't know how useful this app would be from the perspective of someone trying to respond to calls on their own time. It usually takes under 5 minutes for the fire fighters to arrive on scene and about the same for the ambulance, if not less. I could see this helping in the rare circumstance that you're literally across the street from an emergency, but even then, most 911 calls(from my experience) are not life threatening and would not benefit at all from someone responding besides the designated 911 service providers. Another thing about this app is that LA County dispatch doesn't usually specify cardiac arrests over the app, even if they are aware of it and broadcast it over the dispatch line. For this reason, someone using this app waiting for a cardiac arrest will probably not be alerted about it(as it will usually come as medical emergency) and may miss the call due to the way it's categorized. 

On a side note... Not to be salty, but personally I don't think civilians should be self-responding to 911 calls unless it's a cardiac arrest, and even then it can make things more complicated. 

Overall, I think this app has its uses but I don't necessarily agree with its premise. However, the app works well and it may be a good platform to build on in the future.",1840,648137457a3b99eab4869231
48,Lightning Alarm Weatherplaza,"IF YOU WILL SELECT THE SETTINGS ICON ON THE SCREEN, THEN SELECT NOTIFICATIONS, FIRST LISTING: DISTANCE, SELECT THAT, THEN CHANGE FROM METRIC TO IMPERIAL. THAT'S NOT SO REALLY HARD IS IT? IF SO GIVE MOMMIES PHONE BACK, STICK TO THE LAND LINE, HAHAHA. das.... I've used imap app in the past, but can't find it anymore and old version won't work. So I went looking, lots of apps out there. Wasn't sure I'd find one that fit the bill so to speak. Tried quite a few NONE of them worked to my satifcation. Ran across lightning alarm, loaded it and what do you know it works. SimpLY and quickly you receive the LITGHNING STRIKE warning information, and cloud cover. Either tracks you by GPS or choose where you wish to look. This is the first App I've ever even considered purchasing on a yrly bases. But in FLORIDA you need to be aware of storm data, it's a matter of life and death, and a very few things can make a difference. But short of spending hundreds of dollars on a lightning warning system on my home,(can't take with you!) this is it. It goes where you go, plus you can see anyplace you choose. I highly recommend it. I even wrote a review. Lol. Try it, yes no roads, no grids, but so what, if you can't figure out where you are (in the center of the radar sweep, plus it gives you the name of the place you are closest to, it has to have a focal point of ref). Remember, if you can hear it you can be killed by it. And a lot of DAs are killed every yr. Don't be guessing about your life or someone else's life, be informed. And the advertising isn't so bad, but if an APP is more then just entertaining then you owe it to the developers of the app for possible improvement for future use, rather than just casual use for free. STAY INFORMED STAY ALIVE. Thanks for the use of your APPLICATION developers. Tom",1814,64809312eade5206e31bd8b1
49,Lightning Alarm Weatherplaza,"IF YOU WILL SELECT THE SETTINGS ICON ON THE SCREEN, THEN SELECT NOTIFICATIONS, FIRST LISTING: DISTANCE, SELECT THAT, THEN CHANGE FROM METRIC TO IMPERIAL. THAT'S NOT SO REALLY HARD IS IT? IF SO GIVE MOMMIES PHONE BACK, STICK TO THE LAND LINE, HAHAHA. das.... I've used imap app in the past, but can't find it anymore and old version won't work. So I went looking, lots of apps out there. Wasn't sure I'd find one that fit the bill so to speak. Tried quite a few NONE of them worked to my satifcation. Ran across lightning alarm, loaded it and what do you know it works. SimpLY and quickly you receive the LITGHNING STRIKE warning information, and cloud cover. Either tracks you by GPS or choose where you wish to look. This is the first App I've ever even considered purchasing on a yrly bases. But in FLORIDA you need to be aware of storm data, it's a matter of life and death, and a very few things can make a difference. But short of spending hundreds of dollars on a lightning warning system on my home,(can't take with you!) this is it. It goes where you go, plus you can see anyplace you choose. I highly recommend it. I even wrote a review. Lol. Try it, yes no roads, no grids, but so what, if you can't figure out where you are (in the center of the radar sweep, plus it gives you the name of the place you are closest to, it has to have a focal point of ref). Remember, if you can hear it you can be killed by it. And a lot of DAs are killed every yr. Don't be guessing about your life or someone else's life, be informed. And the advertising isn't so bad, but if an APP is more then just entertaining then you owe it to the developers of the app for possible improvement for future use, rather than just casual use for free. STAY INFORMED STAY ALIVE. Thanks for the use of your APPLICATION developers. Tom",1814,6480bb046e2daf58d26ce661
50,Notfall App für Tirol,"Nice. But now activate an emergency call while in an avalanche, or falling down into an abyss. Or maybe while beeing threathened with a gun. Solution:Trigger the app by pulling out the earphone cable. Can be done in an instant, with gloves, and discretely. Actually, I wrote such an app, for free, without ads, for my own use. I thought it would be a good idea to make it available to everybody for free. Though it was much extra work to make it configruable and easy to use for everybone. Done that, Google did trow it out of the App Store because it had no Datenschutzerklärung (declaration of data usage policy). I could add the app again with such a policy. Problem is, without proper marketing nobody seems to be interested. Therefore I am asking here, if there would be useful such an app for you. After pulling earphone cable, it sends an sms with position for predefined phone numbers, after making an audio recording during position calculation. The audio recording is sent to predefined email addresses. A voice confirmation informs if the actions were successful or not. I also did write a receiving app, which automatically display the position on google maps and plays the audio recording in an endles loop. For dummies. Though, I never posted it in the Play Store yet. All of this features I would be heppy to see in the SOS EU ALP app, so I have no more work with my app. Otherwise, if you like, I could further work on my app. Please give me feedback. Anyway: You cannot issue an SOS call, when you have no mobile network coverage. Which is often the case in the mountains. A satellite phone may elp, but I found no satellite smartphone with Android on it. Nevertheless, I found a 500 Euro Satellite extension vor Samsung Galaxy S4 and others. But I did not test it yet. Have fun and stay healthy.",1813,64809302d58440aff035f1e8
51,Notfall App für Tirol,"Nice. But now activate an emergency call while in an avalanche, or falling down into an abyss. Or maybe while beeing threathened with a gun. Solution:Trigger the app by pulling out the earphone cable. Can be done in an instant, with gloves, and discretely. Actually, I wrote such an app, for free, without ads, for my own use. I thought it would be a good idea to make it available to everybody for free. Though it was much extra work to make it configruable and easy to use for everybone. Done that, Google did trow it out of the App Store because it had no Datenschutzerklärung (declaration of data usage policy). I could add the app again with such a policy. Problem is, without proper marketing nobody seems to be interested. Therefore I am asking here, if there would be useful such an app for you. After pulling earphone cable, it sends an sms with position for predefined phone numbers, after making an audio recording during position calculation. The audio recording is sent to predefined email addresses. A voice confirmation informs if the actions were successful or not. I also did write a receiving app, which automatically display the position on google maps and plays the audio recording in an endles loop. For dummies. Though, I never posted it in the Play Store yet. All of this features I would be heppy to see in the SOS EU ALP app, so I have no more work with my app. Otherwise, if you like, I could further work on my app. Please give me feedback. Anyway: You cannot issue an SOS call, when you have no mobile network coverage. Which is often the case in the mountains. A satellite phone may elp, but I found no satellite smartphone with Android on it. Nevertheless, I found a 500 Euro Satellite extension vor Samsung Galaxy S4 and others. But I did not test it yet. Have fun and stay healthy.",1813,6480baf4281afbc3f7de6172
52,Notfall App für Tirol,"Nice. But now activate an emergency call while in an avalanche, or falling down into an abyss. Or maybe while beeing threathened with a gun. Solution:Trigger the app by pulling out the earphone cable. Can be done in an instant, with gloves, and discretely. Actually, I wrote such an app, for free, without ads, for my own use. I thought it would be a good idea to make it available to everybody for free. Though it was much extra work to make it configruable and easy to use for everybone. Done that, Google did trow it out of the App Store because it had no Datenschutzerklärung (declaration of data usage policy). I could add the app again with such a policy. Problem is, without proper marketing nobody seems to be interested. Therefore I am asking here, if there would be useful such an app for you. After pulling earphone cable, it sends an sms with position for predefined phone numbers, after making an audio recording during position calculation. The audio recording is sent to predefined email addresses. A voice confirmation informs if the actions were successful or not. I also did write a receiving app, which automatically display the position on google maps and plays the audio recording in an endles loop. For dummies. Though, I never posted it in the Play Store yet. All of this features I would be heppy to see in the SOS EU ALP app, so I have no more work with my app. Otherwise, if you like, I could further work on my app. Please give me feedback. Anyway: You cannot issue an SOS call, when you have no mobile network coverage. Which is often the case in the mountains. A satellite phone may elp, but I found no satellite smartphone with Android on it. Nevertheless, I found a 500 Euro Satellite extension vor Samsung Galaxy S4 and others. But I did not test it yet. Have fun and stay healthy.",1813,6480bb90aa9579156c2ef104
53,Citizen: Local Safety Alerts,"First of all, let me just say... I LOVE citizen. It's truly become an important part of the fabric of New York City and I am constantly telling my friends about this application. Honestly, if you live in this city and love it as much as I do, this is an essential piece of equipment to keep you aware of the world around you, ESPECIALLY in a time where everyone has their headphones in and is more oblivious to the world around them. There is no time like the present to BE present with the ongoing issues that continue to happen here.

HOWEVER

I really think this app could use some serious updates especially when it comes to user personalization. For starters, there should be a personal option to pick and choose your radius and then categorize them based on your preferences (i.e., home, work, current location, etc). Not implying that it's not worthwhile to see all the goings on around you BUT I would personally like to be able to categorize my alerts in terms of importance instead of being notified of something that's 1.5 miles away (in NYC that's quite a good Distance).

Second, I think that there should be a user-to-user option to verify a report. There's been some rather questionable things I've seen in areas around me that I'm not positive about the security or validity of those (this is completely speculative and I could be inaccurate about their own inner workings as far as how they go through these themselves, but I'm not certain)

Overall, there is room for improvement, but I think that everyone should have this application, especially if you're living in a major city. There's nothing more crucial now than to be aware of what's happening around us, and Citizen really gives that control back to the people. Way to go guys, I'll continue to promote your brand as much as I can.",1808,6481297c7a3b99eab485f7d2
54,Disaster Alert,"I seriously think ya'll need to contract with governmental agencies and seek grant money and/or sub contracts for this app. It's OUTSTANDING!!! I was looking for a ""one-stop-shopping"" app for disaster & emergency preparedness and yours is about as close as I've seen. This is what modern society needs! Your product is well designed, great UI and imminently useful. It needs to be utilized at governmental levels--why is it that I get better information from your app than my own U.S. municipality's so-called Emergency Management department?

This app is worth the price & I'd love to see your continued development. Ideas:

/ Customizable news feeds reader sortable by key word & by zip/postal code (ala Gnews). Collaborating with a newsreader beyond your emergency ""sources"" lets users follow media in the disaster region. Gnews is a great highly customizable reader for free google news feeds; it allows a robust keyword & zipcode customization, which lets you track key disaster terms in your own backyard (hopefully not your own backyard, of course, but maybe the backyard of a neighboring community, like the one the boss lives in.)

 / resource page of links to disaster/emergency preparedness sites--this is very trendy in US markets now with the so-called Prepper movement. Or maybe create a user social message board. Something like Resources for Drought, for Earthquakes, Wildfires etc. Also possible links to or templates for Disaster Plans and other useful information so people can be prepared BEFORE disaster strikes. No matter how cool it is to watch on your app, it's a lot less cool to live with it! :-)

/ And yes, Push Notifications. Preferably with some type of fairly robust customization; eg push Earthquake but not Hurricane, or push only earthquake >5.0 or Hurricane > cat 2.",1801,648129ff7a3b99eab485fc5c
55,Amber Weather,"I love the creative options that this app offers. From changing icons, to the design I prefer in my notifications (using SM Galaxy J3, btw), to an almost endless number of super cool widgets (there will soon be an option to build your own), to fingerprint/pattern lock screens, & great 3D live wallpaper! I like customizing everything, so this is right up my alley. Of course, one doesn't have to change or customize a thing (I just like having that option!).   So far as weather reporting being comperable to other apps, Amber Weather is lacking in the bells & whistles that say, weather underground supplies. But it gives me exactly what I was looking for in an app: 7 day+ weather forecast; detailed report; weather warnings in notifications; & reminders each morning & evening so that I can plan my day or niggt accordingly.  I have yet to explore them much, but there are several plug-ins available to download (again, the option to customize is so fantastic); tbh, maybe that's where the bells & whistles of this app lie.   A note about the other 3 apps in the PlayStore, that are also named ""Amber Weather."" From what I can tell, they are the exact same as this App, created by the same awesome developers, & they each integrate with one another (i.e. if you download a different widget skin or lockscreen in 1 Amber Weather app, you should be able to use it in another Amber Weather app »» Devs, please correct me if I'm wrong!!). There are very subtle differences in each, the main one (from what I could tell by using all of them), are the availabilty of more widget skins/backgrounds/etc.!   I'll add on to my review once I explore more, but from my point of view, Amber Weather gets 5★'s from me as one of the most creative, easy-on-the-ram & -data, weather apps out there.",1785,648093f510211d840c777d3c
56,Storm Shield ,"Overall, I love this app. I like the easy to see radar along with it showing all watches and warnings on the map. This gives me a heads up on whether I need to pay more attention to the weather. The talking alerts are great especially if I am away from my phone. I also have MyRadar installed and they both seem to race on who alerts me first. We also love that it sends us alerts to wherever we are - for instance we went on vacation and severe weather hit that area. This app notified us so we weren’t caught off guard when it hit. Plus, we are able to have multiple locations so we are able to notify our parents of impending severe weather in their area. Customer service has been excellent the few times I’ve contacted them. 

Two things I would change:
1. Sometimes if my phone is locked the alert goes to my Apple Watch which doesn’t speak. I fear of missing an alert at night as a result. However the phone talked last night in this scenario so maybe that’s been fixed - it’s the only time it’s done so since I got my Apple Watch in September so we’ll have to see if it was an odd occurrence or actually works now. At any rate, I want it to speak regardless especially if warnings come at night as I can hear the speaking when it happens. 

2. Since we are allowed to have multiple locations on the phone it would be nice to have a customized sound or the alert saying the city or county. We have alerts for us and where our parents live all 2 hours in the opposite directions. We have to go to the phone when an alert goes off because we have no idea which location it is that’s alerting us about. That can be annoying if we were doing something away from the phone and have to stop what we are doing and go to it to see where it is. 

Overall, I’d still recommend the app!",1782,648138137a3b99eab486984e
57,Noonlight: Feel Protected 24/7,"This is an AMAZING app. It makes me feel so much safer. Here’s how SafeTrek works. In the event of an emergency, release your thumb and do not enter your pin within the allotted 10 seconds. After 10 seconds of releasing the blue button, our 24/7 emergency call center will be notified. If SafeTrek's safety advisors are unable to verify your safety either through texting or a phone call, they will notify your local police department providing them with your full name, phone number and current location. In addition, our safety advisors will provide them real-time location updates and continue to assist you until help arrives. SafeTrek not only locates you quicker and more accurately than 911, but it can also track your location during an emergency helping ensure you receive help even if you can not speak or do not know where you are at.The other day I was coming home from school and when I got home my mom was on her way home from work. I was doing my normal routine and I thought I heard something upstairs. So I pulled out my phone and used SafeTrek while I looked around my house. When I was done I put my phone back in my pocket and continued what I was doing. A few mins later I heard my phone buzzing and it said that SafeTrek was sending emergency services. Apparently I forgot to put in my PIN number! I was trying to cancel the emergency and it started calling 911. I hung up when it started dialing and a few mins later I got a call and the person said that they got a call at 911 from me. Then a little  later I got a text from Zach at SafeTrek checking on me. Zach has been EXTREMELY helpful and nice! YOU NEED THIS APP! The thing that surprised me the most is how nice the people at SafeTrek are! I would give this app a 10 out of 5 stars! It's that good.",1778,648136937a3b99eab4868ac2
58,SoSecure: Personal Safety. Live Emergency Response,"I downloaded this app just because I thought it was pretty cool, I used to work with ADT so I’ve always liked most of their products. I never really thought I would need to activate the apps panic button but tonight I did. I was out at the marina by myself just enjoying a smoke and the pretty view of downtown Jacksonville FL, and it was just me out there until this man came walking real slowly down the street towards the dock I was on. When he made it to the dock as he was walking down he was talking really weird and said “It’s your turn to die tonight, get ready, I am deaths assistant”. Obviously this made me feel super uncomfortable so as he got close enough to touch me I moved around him and kept my face turned towards him so I could see what he was doing. I had my phone in my hand and I was thinking of the SOS button on the iPhone where you click the power button three times and it plays a sirens DJ calls 911, but then I saw the SoSecure app, so I opened the app and clicked “SOS Chat” and almost instantly Ryane from ADT came on the line to assess the situation. Ryane stayed on the line with me as I kept him informed about the situation and gave him a description. Since I rode my E-bike out here I didn’t have much shelter to protect myself if I needed to, so Ryane stayed on the line until I got off of that road. Just as I was about to end the chat my bike tired went flat which obviously made me even more nervous, and Ryane stayed with me until I made it to my house safe and sound, with my exact location as I was moving, ready to send help if needed. Just can’t beat that peace of mind. I’ll definitely be paying that $9/mo after my trial expired just for the added peace of mind… this was a life saver tonight. I was so scared, not even gonna lie.",1776,6481377e7a3b99eab48694b2
59,Hurricane Tracker,"Devs: iOS13, iPhone XS Max, this app is giving double notifications which is absolutely maddening.

Now, my thoughts on the app: First, you purchase the app, which is essentially a graphical UI built to read the NHC page. Good stuff. Not my first choice, but the app I loved before stopped support and was no longer functional. 

Then, it uses cheesy Saffir-Simpson scales to nickel and dime you a bit. Totally optional. Once you've made it to the bottom of the graphics, you'll find that there is now a link to ""premium"" graphics that contain a whole new level (additional to the current compilation) of publicly available information compiled into brightly colored graphics, complete with a whole slew of watermarks and copyrights. Again, optional, but 25 bucks for 6 months? Storm season isn't year round. I'd probably fork over 10 bucks annually, at the most, and I'm certainly not participating in a circumvention of the app store to PayPal and an outside ""login"". My Apple credentials are enough, it's not like this is Radarscope that provides expert level meteorological data to analyze. 

Pacific and other international users, consider this your warning: the ""premium"" content isn't available to you yet, but you'll be nearly to the point of giving them that 25 bucks before they tell you. I recommend making that a much more visible and prominent announcement, because you're going to irritate a lot of folks if your defense is ""well, we listed it all the way down here in the terms and conditions"", especially if you don't have an estimated date of deployment for availability to all users. 

Overall: room to improve for a paid app, the ""premium"" features could be those improvements, but it'll cost you significantly more relative to the original purchase.",1769,64812d927a3b99eab4860c2c
